,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU,10 YR
2011-07-18,39.89,31.16,76.57,14.65,34.93,31.05,39.12,25.8301,33.06,2.94
2011-07-19,40.68,31.6,77.99,14.84,35.2364,31.45,39.685,26.46,33.33,2.91
2011-07-20,40.45,31.53,77.77,15.0,35.11,31.51,39.67,26.35,33.53,2.96
2011-07-21,40.91,31.8,79.32,15.38,35.65,31.98,40.15,26.49,34.03,3.03
2011-07-22,41.07,31.74,79.72,15.32,35.59,31.65,39.94,26.74,33.82,2.99
2011-07-25,40.82,31.449,79.4,15.21,35.21,31.63,39.85,26.65,33.93,3.03
2011-07-26,40.76,31.37,79.07,15.185,34.94,31.05,39.44,26.76,33.825,2.99
2011-07-27,40.03,31.02,77.54,14.83,34.33,30.2,38.52,26.06,33.71,3.01
2011-07-28,39.84,31.025,77.22,14.83,34.29,29.95,38.44,26.01,33.515,2.98
2011-07-29,39.65,30.82,76.51,14.8,34.12,29.8,38.01,25.819,33.17,2.82
2011-08-01,39.43,30.71,76.35,14.74,33.55,29.61,37.87,25.79,33.26,2.77
2011-08-02,37.98,30.29,74.22,14.35,32.81,28.58,36.73,25.23,32.72,2.66
2011-08-03,38.23,30.43,73.79,14.41,32.84,28.84,36.89,25.54,32.709,2.64
2011-08-04,36.41,29.48,68.5,13.68,31.6,27.29,34.44,24.45,31.66,2.47
2011-08-05,36.42,29.94,68.1,13.44,31.83,27.29,34.35,24.33,31.91,2.58
2011-08-08,34.05,28.77,62.34,12.15,30.2,25.37,31.82,22.97,30.23,2.4
2011-08-09,35.66,29.42,65.46,13.08,31.31,26.62,33.72,23.98,31.2,2.2
2011-08-10,34.09,28.4,63.16,12.18,30.0,25.26,32.56,23.05,30.58,2.17
2011-08-11,35.6,29.21,66.45,12.89,31.35,26.47,34.2,23.97,31.88,2.34
2011-08-12,36.06,29.525,66.96,12.78,31.6319,26.98,34.45,24.13,31.7,2.24
2011-08-15,36.58,29.95,69.27,13.18,32.2,27.39,34.98,24.57,32.81,2.29
2011-08-16,36.42,30.01,68.06,12.94,32.145,27.0,34.45,24.35,32.73,2.23
2011-08-17,36.32,30.21,68.36,13.0,32.15,26.91,34.5307,24.24,32.99,2.17
2011-08-18,34.56,29.69,64.33,12.38,31.11,25.43,32.5,23.07,32.6,2.08
2011-08-19,34.08,29.54,63.22,12.14,31.03,25.03,32.03,22.51,32.35,2.07
2011-08-22,34.17,29.63,62.72,11.98,31.05,25.13,31.99,22.64,32.3,2.1
2011-08-23,35.46,30.25,65.56,12.36,31.99,26.01,33.12,23.48,32.88,2.15
2011-08-24,36.051,30.37,65.97,12.7009,32.38,26.53,33.58,23.7,33.57,2.29
2011-08-25,35.37,29.91,64.54,12.655,31.846,26.04,33.23,23.33,33.06,2.23
2011-08-26,36.1,30.15,65.78,12.78,32.25,26.58,33.93,23.79,33.01,2.19
2011-08-29,37.17,30.71,67.76,13.3063,33.06,27.42,34.96,24.39,33.65,2.28
2011-08-30,37.33,30.79,68.13,13.22,33.18,27.65,35.25,24.485,33.66,2.19
2011-08-31,37.56,30.86,68.61,13.38,33.39,27.84,35.33,24.44,33.89,2.23
2011-09-01,37.1,30.77,68.04,13.07,33.17,27.39,34.88,24.2,33.7,2.15
2011-09-02,36.06,30.34,66.25,12.54,32.44,26.51,34.02,23.65,33.31,2.02
2011-09-06,35.94,30.23,65.48,12.33,32.51,26.23,33.81,23.52,33.13,1.98
2011-09-07,36.88,30.75,67.91,12.91,33.29,27.05,34.73,24.105,33.48,2.05
2011-09-08,36.37,30.69,67.11,12.63,32.94,26.65,34.26,23.99,33.48,2.0
2011-09-09,35.41,30.01,64.88,12.23,31.97,25.93,33.18,23.49,32.8,1.93
2011-09-12,35.83,30.04,65.19,12.375,32.08,25.98,32.95,23.77,33.07,1.94
2011-09-13,36.24,30.14,65.37,12.45,32.4,26.47,33.47,24.05,33.25,2.0
2011-09-14,36.85,30.51,66.18,12.6,32.7,26.93,34.01,24.41,33.51,2.03
2011-09-15,37.49,30.86,67.5,12.92,33.02,27.48,34.61,24.82,33.96,2.09
2011-09-16,37.75,30.82,67.09,12.9,33.01,27.64,34.52,24.96,33.96,2.08
2011-09-19,37.71,30.57,66.08,12.56,32.69,27.39,33.99,24.92,33.8,1.97
2011-09-20,37.5,30.63,65.59,12.53,32.99,27.19,33.62,24.86,34.29,1.95
2011-09-21,36.36,30.04,62.83,11.9,32.12,26.06,32.07,24.49,33.67,1.88
2011-09-22,35.2,29.48,59.35,11.55,31.46,25.09,30.32,23.76,33.09,1.72
2011-09-23,35.73,29.49,58.69,11.68,31.5,25.34,30.25,23.985,33.38,1.84
2011-09-26,36.52,30.03,60.8532,12.19,32.01,25.98,31.19,24.31,33.665,1.91
2011-09-27,36.83,30.22,61.79,12.25,32.5,26.44,31.86,24.6,33.78,2.0
2011-09-28,36.22,29.69,59.72,11.895,31.94,25.77,30.43,24.27,33.48,2.03
2011-09-29,35.89,29.97,60.36,12.235,32.16,26.14,30.47,24.21,33.99,1.99
2011-09-30,34.88,29.64,58.55,11.81,31.74,25.27,29.34,23.58,33.62,1.92
2011-10-03,33.87,29.23,56.48,11.27,30.71,24.56,28.6,23.05,32.82,1.8
2011-10-04,34.93,29.48,58.37,11.73,31.03,25.24,29.62,23.51,32.68,1.81
2011-10-05,35.57,29.55,60.5,11.89,31.54,25.78,30.83,24.01,32.69,1.92
2011-10-06,36.37,29.89,61.68,12.27,31.9,26.3,31.6,24.37,33.23,2.01
2011-10-07,36.32,30.05,60.83,11.83,31.86,26.24,31.1,24.26,33.37,2.1
2011-10-11,37.71,30.48,63.71,12.42,32.55,27.23,32.45,25.14,33.69,2.18
2011-10-12,38.1,30.68,64.14,12.74,32.6,27.58,32.75,25.28,33.635,2.24
2011-10-13,38.05,30.64,64.06,12.45,32.6,27.34,32.61,25.53,33.64,2.19
2011-10-14,38.71,30.9,66.55,12.62,32.89,27.84,33.43,26.02,33.94,2.26
2011-10-17,37.94,30.6,65.4,12.22,32.33,27.04,32.38,25.61,33.85,2.18
2011-10-18,38.63,30.86,67.47,12.81,32.57,27.82,33.165,25.83,34.07,2.19
2011-10-19,38.08,30.79,66.81,12.58,32.47,27.48,32.19,25.34,34.13,2.18
2011-10-20,38.24,30.93,67.27,12.8,32.48,27.71,32.51,25.22,34.3,2.2
2011-10-21,39.32,31.45,68.51,13.13,33.11,28.25,33.35,25.53,34.87,2.23
2011-10-24,39.88,31.26,69.48,13.4036,33.57,28.78,34.12,25.95,34.73,2.25
2011-10-25,39.0,30.91,67.96,13.01,32.9,28.19,33.3,25.5,34.33,2.14
2011-10-26,38.85,31.18,69.47,13.25,33.37,28.39,33.93,25.61,34.51,2.23
2011-10-27,39.87,31.57,72.568,14.05,34.13,29.63,35.71,26.41,35.27,2.42
2011-10-28,39.6,31.48,72.98,14.04,34.21,29.63,35.96,26.49,35.05,2.34
2011-10-31,39.02,31.06,69.61,13.5,33.56,28.9,34.45,26.02,34.82,2.17
2011-11-01,38.16,30.52,67.47,12.86,32.92,28.03,33.58,25.33,34.14,2.01
2011-11-02,38.59,30.78,69.54,13.2299,33.11,28.58,34.33,25.61,34.69,2.03
2011-11-03,39.08,31.14,71.34,13.48,33.48,29.28,35.02,26.2,35.16,2.09
2011-11-04,38.95,31.02,71.28,13.29,33.23,29.05,35.0,26.06,34.97,2.06
2011-11-07,39.12,31.22,71.7,13.35,33.62,29.12,35.27,26.23,35.17,2.04
2011-11-08,39.55,31.55,72.78,13.61,33.97,29.45,35.67,26.5,35.38,2.1
2011-11-09,38.13,30.83,69.59,12.87,33.03,28.31,33.96,25.62,34.63,2.0
2011-11-10,38.48,31.1,70.83,12.94,33.49,28.66,34.33,25.66,34.86,2.04
2011-11-14,39.17,31.26,71.29,12.98,33.84,29.16,34.84,25.97,34.97,2.04
2011-11-15,39.32,31.36,71.22,13.02,33.9,29.33,34.9,26.29,35.01,2.06
2011-11-16,38.57,31.07,70.21,12.7192,33.3,28.9,34.08,25.91,34.59,2.01
2011-11-17,37.92,30.95,68.57,12.45,32.94,28.4,33.1,25.41,34.41,1.96
2011-11-18,37.87,31.06,68.17,12.5,32.86,28.47,33.26,25.23,34.62,2.01
2011-11-21,37.28,30.58,66.98,12.2,32.22,27.81,32.69,24.77,34.21,1.97
2011-11-22,37.27,30.6,66.29,12.09,32.29,27.63,32.45,24.74,33.79,1.94
2011-11-23,36.5,30.27,64.32,11.73,31.81,26.99,31.57,24.15,33.28,1.89
2011-11-25,36.35,30.36,63.85,11.8,31.7,26.94,31.43,24.02,33.42,1.97
2011-11-28,37.47,30.83,66.23,12.13,32.55,27.85,32.59,24.81,33.86,1.97
2011-11-29,37.57,31.14,67.27,12.06,32.7,27.88,32.63,24.69,34.23,2.0
2011-11-30,38.74,31.9036,70.89,12.84,33.88,29.31,34.48,25.6,35.18,2.08
2011-12-01,38.77,31.84,70.48,12.74,33.93,29.21,34.29,25.75,35.12,2.11
2011-12-02,39.07,31.76,70.4,12.9,33.52,29.15,34.04,25.72,34.75,2.05
2011-12-05,39.41,31.9128,71.27,13.17,33.57,29.46,34.41,26.03,35.03,2.04
2011-12-06,39.32,31.98,71.26,13.18,33.73,29.45,34.69,26.02,35.14,2.08
2011-12-07,39.52,32.04,70.62,13.321,33.94,29.44,34.72,26.04,35.06,2.02
2011-12-08,38.74,31.7,68.68,12.825,33.34,28.72,33.68,25.66,34.56,1.99
2011-12-09,39.32,31.99,70.2,13.11,33.79,29.37,34.07,26.03,35.0,2.07
2011-12-12,39.22,31.74,68.48,12.8,33.41,28.84,33.32,25.71,34.68,2.03
2011-12-13,38.46,31.65,67.94,12.59,33.37,28.46,32.76,25.49,34.86,1.96
2011-12-14,38.05,31.4899,66.0,12.565,33.32,28.12,32.37,25.09,34.6,1.92
2011-12-15,38.11,31.81,65.75,12.57,33.7,28.32,32.57,25.04,35.06,1.92
2011-12-16,37.91,31.5195,66.15,12.55,33.45,28.46,32.53,24.97,34.54,1.86
2011-12-19,37.48,31.37,65.0,12.25,33.4,28.17,31.95,24.72,34.29,1.82
2011-12-20,38.53,32.02,67.63,12.72,34.11,29.13,33.19,25.44,35.025,1.94
2011-12-21,38.66,32.37,68.36,12.79,34.35,29.14,33.3,25.04,35.54,1.98
2011-12-22,38.79,32.33,69.23,13.07,34.57,29.42,33.6,25.28,35.59,1.97
2011-12-23,39.19,32.59,69.63,13.153,34.81,29.7,33.88,25.54,35.81,2.03
2011-12-27,39.29,32.62,69.8,13.075,34.88,29.69,33.89,25.59,36.1,2.02
2011-12-28,38.84,32.45,68.47,12.87,34.48,29.22,33.13,25.35,35.93,1.93
2011-12-29,39.21,32.66,69.15,13.07,34.78,29.59,33.515,25.54,36.2,1.91
2011-12-30,39.02,32.46,69.11,12.99,34.68,29.4,33.5,25.46,35.97,1.89
2012-01-03,39.37,32.46,71.0,13.34,35.15,30.05,34.45,25.83,35.35,1.97
2012-01-04,39.69,32.4,71.21,13.3,34.98,30.19,34.69,25.88,35.16,2.0
2012-01-05,39.95,32.36,70.78,13.475,35.07,30.2,34.79,25.97,35.22,2.02
2012-01-06,40.03,32.17,70.45,13.4,35.12,30.14,34.77,25.98,35.02,1.98
2012-01-09,40.01,32.2,70.76,13.46,35.18,30.36,34.83,25.92,35.07,1.98
2012-01-10,40.26,32.33,71.4,13.73,35.47,30.8,35.47,26.03,35.13,2.0
2012-01-11,40.32,32.17,70.4,13.86,35.49,30.89,35.83,26.1,34.97,1.93
2012-01-12,40.45,32.17,69.81,13.925,35.57,31.16,36.34,26.22,34.92,1.94
2012-01-13,40.33,32.15,69.48,13.82,35.43,30.92,36.12,26.06,34.87,1.89
2012-01-17,40.51,32.28,69.94,13.71,35.66,31.08,36.29,26.22,34.87,1.87
2012-01-18,41.12,32.32,71.09,13.93,35.832,31.36,36.7,26.6,34.86,1.92
2012-01-19,41.52,32.38,71.37,14.06,35.86,31.69,36.72,26.76,34.57,2.01
2012-01-20,41.18,32.42,71.37,14.15,35.86,31.5,36.59,26.8,34.64,2.05
2012-01-23,41.13,32.36,71.96,14.2,35.69,31.47,36.57,26.88,34.75,2.09
2012-01-24,41.26,32.215,71.76,14.165,35.71,31.5,36.56,26.86,34.46,2.08
2012-01-25,41.53,32.54,72.67,14.2,35.97,31.85,37.16,27.09,35.04,2.01
2012-01-26,41.52,32.44,71.65,14.08,35.82,31.79,37.1,26.9,35.14,1.96
2012-01-27,41.42,32.19,71.48,14.13,35.833,31.76,37.15,26.9,34.7,1.93
2012-01-30,41.35,32.04,71.16,13.985,35.78,31.65,37.14,27.0,34.51,1.87
2012-01-31,41.31,32.01,70.68,14.05,35.78,31.56,37.15,27.05,34.65,1.83
2012-02-01,41.44,32.2699,71.0,14.28,36.16,31.9,37.53,27.29,34.77,1.87
2012-02-02,41.4,32.37,71.48,14.35,36.02,31.91,37.38,27.36,34.72,1.86
2012-02-03,42.21,32.49,72.79,14.735,36.191,32.46,37.88,27.72,34.8,1.97
2012-02-06,42.17,32.47,73.58,14.67,36.03,32.38,37.69,27.74,34.67,1.93
2012-02-07,42.35,32.48,74.019,14.66,36.15,32.35,37.6,27.81,34.93,2.0
2012-02-08,42.46,32.48,73.75,14.76,36.12,32.42,37.68,27.98,34.967,2.01
2012-02-09,42.54,32.7,73.77,14.71,35.97,32.51,37.71,28.22,34.8684,2.04
2012-02-10,42.31,32.61,73.0,14.5662,35.84,32.21,37.04,28.03,34.83,1.96
2012-02-13,42.63,32.72,73.6,14.71,36.09,32.6,37.17,28.2,34.77,1.99
2012-02-14,42.59,32.84,73.76,14.55,36.21,32.49,36.71,28.27,34.82,1.92
2012-02-15,42.4,32.79,73.66,14.46,36.135,32.06,36.72,28.12,34.69,1.93
2012-02-16,42.62,33.04,74.59,14.69,36.36,32.36,37.32,28.51,35.0673,1.99
2012-02-17,42.97,33.05,74.87,14.79,36.23,32.48,37.36,28.51,35.02,2.01
2012-02-21,42.84,32.88,75.39,14.77,35.99,32.59,37.58,28.64,34.93,2.05
2012-02-22,42.68,32.8,75.54,14.58,35.99,32.56,37.52,28.51,35.0,2.01
2012-02-23,42.9,32.96,75.96,14.715,36.02,32.66,37.57,28.66,34.92,1.99
2012-02-24,42.88,33.04,76.24,14.66,36.19,32.65,37.56,28.81,35.08,1.98
2012-02-27,43.02,33.04,75.93,14.79,36.23,32.68,37.59,28.85,35.03,1.92
2012-02-28,43.33,33.15,75.71,14.82,36.41,32.64,37.67,29.07,34.91,1.94
2012-02-29,43.22,33.23,74.92,14.74,36.21,32.44,37.01,28.93,34.9,1.98
2012-03-01,43.56,33.19,75.62,14.93,36.38,32.55,37.41,29.11,34.98,2.03
2012-03-02,43.51,33.21,74.74,14.86,36.31,32.36,37.29,29.08,34.98,1.99
2012-03-05,43.48,33.37,74.31,14.81,36.26,32.13,36.7,28.85,35.05,2.0
2012-03-06,42.84,33.09,73.03,14.45,35.75,31.41,35.94,28.54,34.89,1.96
2012-03-07,43.29,33.14,73.67,14.63,35.9,31.73,36.05,28.75,34.91,1.98
2012-03-08,43.73,33.35,74.24,14.77,36.32,32.18,36.63,29.035,35.03,2.03
2012-03-09,43.96,33.45,74.24,14.89,36.49,32.25,36.65,29.16,35.21,2.04
2012-03-12,43.85,33.6,73.79,14.85,36.45,32.24,36.44,29.23,35.59,2.04
2012-03-13,44.53,33.83,74.7,15.42,36.98,32.91,37.06,29.762,35.685,2.14
2012-03-14,44.5,33.74,73.95,15.44,36.98,32.84,36.89,29.91,35.17,2.29
2012-03-15,44.64,33.81,74.06,15.71,37.04,33.23,37.15,29.98,35.14,2.29
2012-03-16,44.36,33.59,74.76,15.71,36.84,33.26,37.14,29.9,34.75,2.31
2012-03-19,44.57,33.63,75.21,15.81,36.84,33.26,37.32,30.1,34.55,2.39
2012-03-20,44.65,33.61,74.0,15.87,36.66,32.88,37.09,30.08,34.6,2.38
2012-03-21,44.71,33.65,73.17,15.805,36.63,32.86,37.11,30.08,34.56,2.31
2012-03-22,44.59,33.7,71.49,15.59,36.53,32.49,36.535,29.99,34.6,2.29
2012-03-23,44.66,33.745,72.25,15.73,36.61,32.54,36.89,29.98,34.59,2.25
2012-03-26,45.38,34.0,72.8,15.97,37.25,33.02,37.38,30.43,34.84,2.26
2012-03-27,45.28,33.97,72.07,15.825,37.34,32.92,37.32,30.43,34.99,2.2
2012-03-28,44.89,33.9,71.16,15.87,37.24,32.6,36.79,30.31,34.73,2.21
2012-03-29,44.87,33.87,71.17,15.72,37.32,32.62,36.82,30.24,34.85,2.18
2012-03-30,45.07,34.07,71.72,15.79,37.61,32.77,36.96,30.16,35.04,2.23
2012-04-02,45.21,34.35,72.45,15.92,37.76,32.98,37.48,30.47,35.19,2.22
2012-04-03,45.16,34.15,71.8,15.83,37.72,32.74,37.2,30.44,35.205,2.3
2012-04-04,44.7,34.07,70.89,15.58,37.5,32.51,36.68,30.07,35.15,2.25
2012-04-05,45.02,34.05,70.52,15.53,37.51,32.38,36.49,30.16,34.89,2.19
2012-04-09,44.58,33.74,69.6,15.3,37.02,31.85,35.95,29.97,34.71,2.06
2012-04-10,43.49,33.43,68.24,14.97,36.61,31.2,35.2,29.53,34.26,2.01
2012-04-11,44.09,33.59,68.2,15.2,36.74,31.55,35.59,29.7,34.33,2.05
2012-04-12,44.67,33.64,69.778,15.49,36.96,32.23,36.58,30.07,34.43,2.08
2012-04-13,44.55,33.625,68.65,15.12,36.59,31.82,36.13,29.6,34.32,2.02
2012-04-16,44.39,33.77,68.22,15.25,36.6,31.9,36.24,29.305,34.659,2.0
2012-04-17,44.86,34.15,69.4,15.46,37.11,32.43,36.76,29.92,34.86,2.03
2012-04-18,44.94,34.11,69.23,15.34,37.03,32.29,36.63,29.71,34.77,2.0
2012-04-19,44.55,33.99,69.11,15.27,37.1,31.93,36.51,29.37,34.66,1.98
2012-04-20,44.63,34.3,68.96,15.19,37.29,32.2,36.51,29.27,35.02,1.99
2012-04-23,44.16,33.8,68.875,15.07,36.99,31.84,36.01,29.05,34.83,1.96
2012-04-24,44.03,33.81,69.41,15.24,37.14,32.26,36.0,28.99,35.11,2.0
2012-04-25,44.76,34.02,70.11,15.38,37.53,32.32,36.8,29.8,35.27,2.01
2012-04-26,45.29,34.32,70.8,15.52,37.51,32.52,36.79,30.02,35.51,1.98
2012-04-27,45.9,34.28,70.77,15.52,37.55,32.72,36.92,30.04,35.63,1.96
2012-04-30,45.6691,34.18,71.21,15.42,37.5,32.41,36.67,29.83,35.67,1.95
2012-05-01,45.92,34.26,72.28,15.595,37.64,32.51,36.88,29.91,35.85,1.98
2012-05-02,46.15,34.34,71.06,15.47,37.57,32.52,36.68,29.94,35.64,1.96
2012-05-03,45.82,34.37,69.9,15.335,37.42,32.25,36.27,29.68,35.52,1.96
2012-05-04,44.9,34.09,68.28,15.09,36.95,31.79,35.67,29.06,35.57,1.91
2012-05-07,44.91,34.13,68.14,15.185,37.02,31.7,35.7,29.01,35.47,1.92
2012-05-08,44.34,34.06,67.88,15.085,37.07,31.62,35.54,28.88,35.55,1.88
2012-05-09,44.16,33.89,67.49,14.92,36.78,31.26,35.24,28.865,35.54,1.87
2012-05-10,44.31,34.11,67.89,14.985,37.06,31.3,35.13,28.69,35.93,1.89
2012-05-11,44.26,34.02,67.31,14.81,37.01,31.24,35.02,28.7,35.94,1.84
2012-05-14,43.62,33.9,66.23,14.5,36.88,30.88,34.53,28.45,35.87,1.78
2012-05-15,43.54,33.87,65.11,14.42,36.66,30.72,34.02,28.34,35.66,1.76
2012-05-16,43.51,33.95,64.81,14.22,36.74,30.69,33.635,28.13,35.68,1.76
2012-05-17,42.31,33.71,64.35,13.925,36.37,30.03,32.94,27.725,35.485,1.7
2012-05-18,42.05,33.5,63.9,13.78,36.06,29.88,32.74,27.46,35.45,1.71
2012-05-21,42.74,33.67,65.42,13.91,36.43,30.55,33.73,28.14,35.51,1.75
2012-05-22,42.87,33.7,65.25,14.01,36.35,30.66,33.525,28.06,35.7,1.79
2012-05-23,43.11,33.6,65.5,14.07,36.12,30.83,33.9,28.1,35.49,1.73
2012-05-24,43.33,33.91,65.39,14.079,36.46,30.79,34.15,27.91,35.67,1.77
2012-05-25,43.28,33.88,65.19,14.02,36.41,30.58,33.99,27.87,35.76,1.75
2012-05-29,43.89,34.101,66.21,14.23,36.54,30.99,34.57,28.25,35.9,1.74
2012-05-30,43.18,33.84,64.17,13.91,36.29,30.48,33.98,28.05,35.665,1.63
2012-05-31,43.09,33.77,63.62,14.015,36.16,30.36,33.81,27.93,35.87,1.59
2012-06-01,41.72,33.17,62.07,13.49,35.5,29.52,33.11,27.21,35.7143,1.47
2012-06-04,41.92,33.26,62.02,13.36,35.61,29.22,33.14,27.36,35.84,1.53
2012-06-05,42.11,33.22,62.53,13.58,35.82,29.3,33.44,27.515,36.0,1.57
2012-06-06,43.06,33.68,64.5,13.99,36.33,30.08,34.255,28.17,36.44,1.66
2012-06-07,43.02,33.79,64.52,13.96,36.34,30.25,34.33,28.05,36.71,1.66
2012-06-08,43.39,34.06,64.48,14.125,36.61,30.48,34.58,28.32,36.85,1.65
2012-06-11,42.72,33.91,63.62,13.88,36.28,30.08,33.94,27.92,36.78,1.6
2012-06-12,43.23,34.095,64.49,14.085,36.59,30.56,34.57,28.22,36.84,1.67
2012-06-13,42.56,34.045,63.72,14.04,36.57,30.26,34.05,28.05,36.84,1.61
2012-06-14,43.17,34.51,64.76,14.19,37.09,30.49,34.31,28.18,37.1222,1.64
2012-06-15,43.42,34.35,65.6,14.33,37.08,30.78,34.54,28.41,36.92,1.6
2012-06-18,43.72,34.42,65.01,14.26,37.29,30.85,34.69,28.57,37.08,1.59
2012-06-19,44.13,34.4,65.98,14.5,37.65,31.26,35.35,28.8,37.02,1.64
2012-06-20,44.1,34.22,65.72,14.53,37.55,31.09,35.18,28.84,36.62,1.65
2012-06-21,43.11,33.805,63.0,14.21,37.02,30.49,34.02,28.16,36.23,1.63
2012-06-22,43.32,33.92,63.45,14.335,37.41,30.59,34.19,28.48,36.295,1.69
2012-06-25,42.645,33.71,62.02,14.04,36.96,30.03,33.76,27.92,36.1885,1.63
2012-06-26,43.16,33.77,62.7,14.12,37.07,30.08,33.87,27.99,36.27,1.66
2012-06-27,43.13,34.01,64.02,14.285,37.475,30.37,34.23,28.17,36.66,1.65
2012-06-28,42.9,34.12,64.44,14.27,37.32,30.35,34.26,27.92,36.74,1.6
2012-06-29,43.74,34.76,66.41,14.64,38.03,31.4,35.27,28.76,36.96,1.67
2012-07-02,43.9,34.95,66.4,14.72,38.13,31.13,35.1,28.88,37.2,1.61
2012-07-03,43.85,35.12,67.99,14.8,38.12,31.45,35.6,29.09,37.13,1.65
2012-07-05,43.95,35.02,67.09,14.59,37.91,31.42,35.57,29.12,36.94,1.62
2012-07-06,43.77,34.96,66.31,14.48,37.63,31.0,35.15,28.67,36.8295,1.57
2012-07-09,43.54,34.92,66.02,14.46,37.86,30.98,34.9,28.615,36.7,1.53
2012-07-10,43.28,34.95,64.97,14.34,37.62,30.48,34.4,28.32,36.78,1.53
2012-07-11,43.06,34.93,65.85,14.45,37.62,30.23,34.32,28.17,36.98,1.54
2012-07-12,42.9,34.94,65.6,14.32,37.72,30.12,34.14,27.9,37.01,1.5
2012-07-13,43.6,35.32,66.73,14.7,38.13,30.7,34.74,28.29,37.38,1.52
2012-07-16,43.35,35.16,67.01,14.67,38.19,30.49,34.62,28.24,37.31,1.5
2012-07-17,43.77,35.32,67.82,14.77,38.69,30.62,35.05,28.34,37.39,1.53
2012-07-18,43.99,35.319,68.4,14.7,38.76,31.19,35.26,28.82,37.55,1.52
2012-07-19,44.3,35.25,68.63,14.595,38.77,31.34,35.66,29.08,37.59,1.54
2012-07-20,43.75,35.06,68.79,14.37,38.23,30.95,35.4,28.75,37.68,1.49
2012-07-23,43.14,34.74,68.082,14.26,37.81,30.79,34.85,28.49,37.41,1.47
2012-07-24,42.84,34.63,67.05,14.21,37.39,30.45,34.32,28.2,37.09,1.44
2012-07-25,42.69,34.62,67.1,14.26,37.51,30.56,34.3,28.06,37.04,1.43
2012-07-26,43.42,35.19,69.04,14.48,37.91,31.02,34.5,28.51,37.66,1.45
2012-07-27,44.27,35.62,70.22,14.77,38.83,31.7,35.11,29.13,38.08,1.58
2012-07-30,44.12,35.79,70.43,14.7209,38.64,31.61,35.09,29.17,38.24,1.53
2012-07-31,43.57,35.65,69.59,14.67,38.38,31.53,34.86,29.26,37.91,1.51
2012-08-01,43.37,35.46,69.99,14.6,38.4,31.31,34.87,29.18,37.635,1.56
2012-08-02,43.45,35.18,68.82,14.48,38.02,31.16,34.44,29.02,37.415,1.51
2012-08-03,44.32,35.74,70.49,14.84,38.51,31.83,35.1,29.545,37.87,1.6
2012-08-06,44.48,35.72,70.61,14.87,38.48,31.83,35.47,29.75,37.76,1.59
2012-08-07,44.88,35.54,71.66,14.95,38.41,32.16,35.83,29.94,37.38,1.66
2012-08-08,44.69,35.8,71.79,14.95,38.56,32.11,35.91,29.965,37.415,1.68
2012-08-09,44.64,35.65,72.21,14.935,38.53,32.14,36.08,30.06,37.43,1.69
2012-08-10,44.63,35.64,72.4,14.95,38.7,32.29,36.07,30.13,37.56,1.65
2012-08-13,44.64,35.62,72.08,14.95,38.59,32.22,35.86,30.21,37.48,1.65
2012-08-14,44.72,35.76,72.0,14.94,38.71,32.18,35.68,30.15,37.46,1.73
2012-08-15,44.86,35.79,71.9,14.98,38.795,32.25,35.77,30.175,37.29,1.8
2012-08-16,45.26,35.85,72.64,15.08,38.69,32.57,36.27,30.57,37.18,1.83
2012-08-17,45.46,35.9,72.5,15.13,38.48,32.73,36.24,30.74,37.12,1.81
2012-08-20,45.23,35.89,72.35,15.17,38.57,32.66,36.18,30.78,37.16,1.82
2012-08-21,45.17,35.69,72.13,15.22,38.46,32.59,36.19,30.58,36.92,1.8
2012-08-22,45.28,35.57,72.33,15.1944,38.46,32.43,36.52,30.63,36.83,1.71
2012-08-23,45.01,35.29,71.56,15.045,38.41,32.17,35.91,30.39,36.4515,1.68
2012-08-24,45.35,35.59,71.99,15.13,38.75,32.32,35.85,30.55,36.62,1.68
2012-08-27,45.29,35.62,71.96,15.12,38.78,32.22,35.63,30.59,36.68,1.65
2012-08-28,45.39,35.68,72.06,15.1,38.71,32.1,35.55,30.54,36.61,1.64
2012-08-29,45.61,35.61,71.61,15.13,38.84,32.09,35.68,30.61,36.55,1.66
2012-08-30,45.37,35.45,70.82,15.06,38.72,31.82,35.31,30.25,36.4,1.63
2012-08-31,45.51,35.52,71.49,15.135,38.8,32.01,35.68,30.46,36.35,1.57
2012-09-04,45.43,35.66,70.96,15.155,38.9,31.67,35.18,30.48,36.46,1.59
2012-09-05,45.51,35.59,70.75,15.1555,38.92,31.59,35.34,30.47,36.33,1.6
2012-09-06,46.53,36.04,72.18,15.51,39.54,32.3,36.24,31.13,36.74,1.68
2012-09-07,46.8,35.76,73.45,15.685,39.54,32.57,36.95,31.09,36.63,1.67
2012-09-10,46.69,35.69,73.14,15.55,39.4,32.36,36.89,30.77,36.59,1.68
2012-09-11,46.69,35.61,73.93,15.68,39.38,32.54,37.0,30.84,36.47,1.7
2012-09-12,46.88,35.43,74.33,15.755,39.42,32.67,36.96,31.0,36.29,1.77
2012-09-13,47.54,36.04,75.63,16.15,39.83,33.04,37.89,31.43,36.81,1.75
2012-09-14,47.73,35.81,76.63,16.285,39.69,33.24,38.33,31.58,36.54,1.88
2012-09-17,47.53,35.89,75.97,16.125,39.89,33.08,37.76,31.6017,36.33,1.85
2012-09-18,47.31,36.07,75.39,16.05,40.02,33.09,37.66,31.61,36.18,1.82
2012-09-19,47.77,36.17,74.71,16.03,40.065,33.17,37.86,31.65,36.24,1.79
